#Gene_ID	#KEGG_Pathway
TRINITY_DN19464_c0_g1	ko04140"Autophagy_-_animal",ko05130"Pathogenic_Escherichia_coli_infection",ko05134"Legionellosis"
TRINITY_DN19478_c1_g1	ko00020"Citrate_cycle_(TCA_cycle)",ko00720"Carbon_fixation_pathways_in_prokaryotes",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01120"Microbial_metabolism_in_diverse_environments",ko01130"Biosynthesis_of_antibiotics"
TRINITY_DN19499_c0_g1	ko03013"RNA_transport",ko05134"Legionellosis",ko05140"Leishmaniasis"
TRINITY_DN19516_c0_g1	ko03050"Proteasome"
TRINITY_DN19529_c0_g1	ko00760"Nicotinate_and_nicotinamide_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN1953_c0_g1	ko00590"Arachidonic_acid_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN19530_c1_g1	ko04626"Plant-pathogen_interaction",ko05145"Toxoplasmosis"
TRINITY_DN19535_c0_g1	ko00480"Glutathione_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN19569_c0_g1	ko00190"Oxidative_phosphorylation",ko01100"Metabolic_pathways",ko02020"Two-component_system",ko04260"Cardiac_muscle_contraction",ko04714"Thermogenesis",ko04932"Non-alcoholic_fatty_liver_disease_(NAFLD)",ko05010"Alzheimer_disease",ko05012"Parkinson_disease",ko05016"Huntington_disease"
TRINITY_DN19588_c0_g1	ko04020"Calcium_signaling_pathway",ko04080"Neuroactive_ligand-receptor_interaction"
TRINITY_DN19599_c0_g1	ko00531"Glycosaminoglycan_degradation",ko01100"Metabolic_pathways",ko04142"Lysosome"
TRINITY_DN19628_c0_g1	ko04120"Ubiquitin_mediated_proteolysis",ko04141"Protein_processing_in_endoplasmic_reticulum"
TRINITY_DN19672_c0_g1	ko00910"Nitrogen_metabolism",ko01100"Metabolic_pathways",ko01120"Microbial_metabolism_in_diverse_environments"
TRINITY_DN19674_c0_g1	ko00052"Galactose_metabolism",ko00520"Amino_sugar_and_nucleotide_sugar_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN19678_c0_g1	ko04320"Dorso-ventral_axis_formation"
TRINITY_DN1968_c0_g1	ko03030"DNA_replication",ko03410"Base_excision_repair",ko03450"Non-homologous_end-joining"
TRINITY_DN1969_c0_g1	ko03010"Ribosome",ko05130"Pathogenic_Escherichia_coli_infection"
TRINITY_DN19697_c0_g1	ko04137"Mitophagy_-_animal",ko04138"Autophagy_-_yeast",ko04140"Autophagy_-_animal",ko04144"Endocytosis",ko04145"Phagosome",ko05132"Salmonella_infection",ko05146"Amoebiasis",ko05152"Tuberculosis"
TRINITY_DN19705_c0_g1	ko04120"Ubiquitin_mediated_proteolysis"
TRINITY_DN19706_c0_g1	ko04141"Protein_processing_in_endoplasmic_reticulum"
TRINITY_DN19730_c0_g1	ko04010"MAPK_signaling_pathway",ko04014"Ras_signaling_pathway",ko04015"Rap1_signaling_pathway",ko04024"cAMP_signaling_pathway",ko04062"Chemokine_signaling_pathway",ko04510"Focal_adhesion",ko04530"Tight_junction",ko04611"Platelet_activation",ko04670"Leukocyte_transendothelial_migration",ko04720"Long-term_potentiation",ko04722"Neurotrophin_signaling_pathway",ko04934"Cushing_syndrome",ko04972"Pancreatic_secretion",ko05211"Renal_cell_carcinoma"
TRINITY_DN19750_c0_g1	ko03013"RNA_transport",ko05162"Measles"
TRINITY_DN19774_c0_g1	ko03010"Ribosome"
TRINITY_DN19783_c0_g1	ko04120"Ubiquitin_mediated_proteolysis"
TRINITY_DN19789_c1_g1	ko03440"Homologous_recombination",ko03460"Fanconi_anemia_pathway",ko05200"Pathways_in_cancer",ko05212"Pancreatic_cancer"
TRINITY_DN19799_c0_g1	ko04137"Mitophagy_-_animal",ko04140"Autophagy_-_animal",ko04145"Phagosome",ko05132"Salmonella_infection",ko05146"Amoebiasis"
TRINITY_DN19831_c0_g1	ko04013"MAPK_signaling_pathway_-_fly",ko04110"Cell_cycle",ko04114"Oocyte_meiosis",ko04151"PI3K-Akt_signaling_pathway",ko04212"Longevity_regulating_pathway_-_worm",ko04390"Hippo_signaling_pathway",ko04391"Hippo_signaling_pathway_-_fly",ko05160"Hepatitis_C",ko05161"Hepatitis_B",ko05203"Viral_carcinogenesis"
TRINITY_DN19834_c0_g1	ko00730"Thiamine_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN19836_c1_g1	ko03440"Homologous_recombination",ko03460"Fanconi_anemia_pathway"
TRINITY_DN1986_c0_g1	ko03013"RNA_transport",ko04064"NF-kappa_B_signaling_pathway",ko04120"Ubiquitin_mediated_proteolysis",ko05206"MicroRNAs_in_cancer",ko04120"Ubiquitin_mediated_proteolysis"
TRINITY_DN19898_c0_g1	ko00400"Phenylalanine,_tyrosine_and_tryptophan_biosynthesis",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01230"Biosynthesis_of_amino_acids"
TRINITY_DN19935_c0_g1	ko04146"Peroxisome"
TRINITY_DN1994_c0_g1	ko04922"Glucagon_signaling_pathway"
TRINITY_DN19960_c0_g1	ko04013"MAPK_signaling_pathway_-_fly",ko04120"Ubiquitin_mediated_proteolysis",ko04141"Protein_processing_in_endoplasmic_reticulum",ko04624"Toll_and_Imd_signaling_pathway",ko05131"Shigellosis"
TRINITY_DN20008_c0_g1	ko04964"Proximal_tubule_bicarbonate_reclamation"
TRINITY_DN20015_c0_g1	ko04141"Protein_processing_in_endoplasmic_reticulum"
TRINITY_DN20042_c0_g1	ko05034"Alcoholism",ko05203"Viral_carcinogenesis",ko05322"Systemic_lupus_erythematosus"
TRINITY_DN20083_c0_g1	ko00190"Oxidative_phosphorylation",ko01100"Metabolic_pathways",ko04145"Phagosome",ko04150"mTOR_signaling_pathway",ko04721"Synaptic_vesicle_cycle",ko04966"Collecting_duct_acid_secretion",ko05110"Vibrio_cholerae_infection",ko05120"Epithelial_cell_signaling_in_Helicobacter_pylori_infection",ko05165"Human_papillomavirus_infection",ko05323"Rheumatoid_arthritis"
TRINITY_DN20088_c0_g1	ko04014"Ras_signaling_pathway",ko04015"Rap1_signaling_pathway",ko04016"MAPK_signaling_pathway_-_plant",ko04020"Calcium_signaling_pathway",ko04022"cGMP-PKG_signaling_pathway",ko04024"cAMP_signaling_pathway",ko04070"Phosphatidylinositol_signaling_system",ko04114"Oocyte_meiosis",ko04218"Cellular_senescence",ko04261"Adrenergic_signaling_in_cardiomyocytes",ko04270"Vascular_smooth_muscle_contraction",ko04371"Apelin_signaling_pathway",ko04625"C-type_lectin_receptor_signaling_pathway",ko04626"Plant-pathogen_interaction",ko04713"Circadian_entrainment",ko04720"Long-term_potentiation",ko04722"Neurotrophin_signaling_pathway",ko04728"Dopaminergic_synapse",ko04740"Olfactory_transduction",ko04744"Phototransduction",ko04745"Phototransduction_-_fly",ko04750"Inflammatory_mediator_regulation_of_TRP_channels",ko04910"Insulin_signaling_pathway",ko04912"GnRH_signaling_pathway",ko04915"Estrogen_signaling_pathway",ko04916"Melanogenesis",ko04921"Oxytocin_signaling_pathway",ko04922"Glucagon_signaling_pathway",ko04924"Renin_secretion",ko04925"Aldosterone_synthesis_and_secretion",ko04970"Salivary_secretion",ko04971"Gastric_acid_secretion",ko05010"Alzheimer_disease",ko05031"Amphetamine_addiction",ko05034"Alcoholism",ko05133"Pertussis",ko05152"Tuberculosis",ko05163"Human_cytomegalovirus_infection",ko05167"Kaposi_sarcoma-associated_herpesvirus_infection",ko05170"Human_immunodeficiency_virus_1_infection",ko05200"Pathways_in_cancer",ko05214"Glioma",ko05418"Fluid_shear_stress_and_atherosclerosis"
TRINITY_DN20089_c0_g1	ko03010"Ribosome"
TRINITY_DN201_c0_g1	ko04146"Peroxisome"
TRINITY_DN20100_c0_g1	ko00280"Valine,_leucine_and_isoleucine_degradation",ko00650"Butanoate_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN2012_c0_g1	ko00300"Lysine_biosynthesis",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01120"Microbial_metabolism_in_diverse_environments",ko01130"Biosynthesis_of_antibiotics",ko01230"Biosynthesis_of_amino_acids"
TRINITY_DN20175_c1_g1	ko04138"Autophagy_-_yeast"
TRINITY_DN20208_c0_g1	ko00240"Pyrimidine_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN20211_c0_g1	ko00562"Inositol_phosphate_metabolism",ko01100"Metabolic_pathways",ko04070"Phosphatidylinositol_signaling_system"
TRINITY_DN20254_c0_g1	ko00280"Valine,_leucine_and_isoleucine_degradation",ko01100"Metabolic_pathways"
TRINITY_DN20281_c0_g1	ko05034"Alcoholism",ko05203"Viral_carcinogenesis"
TRINITY_DN20339_c0_g1	ko00010"Glycolysis_/_Gluconeogenesis",ko00052"Galactose_metabolism",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01120"Microbial_metabolism_in_diverse_environments",ko01130"Biosynthesis_of_antibiotics"
TRINITY_DN20341_c0_g1	ko04714"Thermogenesis"
TRINITY_DN20349_c0_g1	ko00020"Citrate_cycle_(TCA_cycle)",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01120"Microbial_metabolism_in_diverse_environments",ko01130"Biosynthesis_of_antibiotics",ko01200"Carbon_metabolism"
TRINITY_DN20358_c0_g1	ko00100"Steroid_biosynthesis",ko01100"Metabolic_pathways",ko01130"Biosynthesis_of_antibiotics"
TRINITY_DN2037_c0_g1	ko03430"Mismatch_repair"
TRINITY_DN20371_c0_g1	ko00590"Arachidonic_acid_metabolism",ko00790"Folate_biosynthesis",ko00980"Metabolism_of_xenobiotics_by_cytochrome_P450",ko01100"Metabolic_pathways",ko05204"Chemical_carcinogenesis"
TRINITY_DN2039_c0_g1	ko04120"Ubiquitin_mediated_proteolysis",ko04144"Endocytosis",ko04340"Hedgehog_signaling_pathway",ko04341"Hedgehog_signaling_pathway_-_fly",ko04350"TGF-beta_signaling_pathway"
TRINITY_DN20390_c0_g1	ko00510"N-Glycan_biosynthesis",ko00513"Various_types_of_N-glycan_biosynthesis",ko01100"Metabolic_pathways"
TRINITY_DN20413_c0_g1	ko00740"Riboflavin_metabolism",ko01100"Metabolic_pathways",ko04142"Lysosome",ko04380"Osteoclast_differentiation",ko05323"Rheumatoid_arthritis"
TRINITY_DN2044_c0_g1	ko04020"Calcium_signaling_pathway",ko04024"cAMP_signaling_pathway",ko04211"Longevity_regulating_pathway",ko04371"Apelin_signaling_pathway",ko04380"Osteoclast_differentiation",ko04720"Long-term_potentiation",ko04722"Neurotrophin_signaling_pathway",ko04725"Cholinergic_synapse",ko04921"Oxytocin_signaling_pathway",ko04925"Aldosterone_synthesis_and_secretion",ko05031"Amphetamine_addiction",ko05034"Alcoholism",ko05214"Glioma"
TRINITY_DN20440_c0_g1	ko04142"Lysosome",ko04614"Renin-angiotensin_system"
TRINITY_DN20443_c0_g1	ko04120"Ubiquitin_mediated_proteolysis"
TRINITY_DN2047_c0_g1	ko00564"Glycerophospholipid_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN20509_c0_g1	ko04152"AMPK_signaling_pathway",ko04921"Oxytocin_signaling_pathway"
TRINITY_DN20511_c0_g1	ko00906"Carotenoid_biosynthesis",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites"
TRINITY_DN20513_c0_g1	ko03410"Base_excision_repair",ko04140"Autophagy_-_animal",ko04217"Necroptosis"
TRINITY_DN2053_c0_g1	ko03010"Ribosome"
TRINITY_DN20541_c0_g1	ko00531"Glycosaminoglycan_degradation",ko01100"Metabolic_pathways",ko04142"Lysosome"
TRINITY_DN20556_c0_g1	ko00053"Ascorbate_and_aldarate_metabolism",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites"
TRINITY_DN20565_c0_g1	ko03010"Ribosome"
TRINITY_DN20580_c0_g1	ko04142"Lysosome"
TRINITY_DN20669_c0_g1	ko03040"Spliceosome"
TRINITY_DN20695_c0_g1	ko00561"Glycerolipid_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN20714_c0_g1	ko04130"SNARE_interactions_in_vesicular_transport",ko04138"Autophagy_-_yeast"
TRINITY_DN20719_c0_g1	ko04010"MAPK_signaling_pathway",ko04114"Oocyte_meiosis",ko04150"mTOR_signaling_pathway",ko04714"Thermogenesis",ko04720"Long-term_potentiation",ko04722"Neurotrophin_signaling_pathway",ko04914"Progesterone-mediated_oocyte_maturation",ko04931"Insulin_resistance",ko05135"Yersinia_infection"
TRINITY_DN2072_c0_g1	ko04213"Longevity_regulating_pathway_-_multiple_species"
TRINITY_DN20720_c0_g1	ko04120"Ubiquitin_mediated_proteolysis"
TRINITY_DN20733_c0_g1	ko04141"Protein_processing_in_endoplasmic_reticulum"
TRINITY_DN20778_c0_g1	ko00053"Ascorbate_and_aldarate_metabolism",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites"
TRINITY_DN20792_c0_g1	ko00860"Porphyrin_and_chlorophyll_metabolism",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites"
TRINITY_DN20819_c0_g1	ko04137"Mitophagy_-_animal",ko04138"Autophagy_-_yeast",ko04140"Autophagy_-_animal",ko04144"Endocytosis",ko04145"Phagosome",ko05132"Salmonella_infection",ko05146"Amoebiasis",ko05152"Tuberculosis"
TRINITY_DN20834_c0_g1	ko05168"Herpes_simplex_virus_1_infection"
TRINITY_DN20849_c0_g1	ko04212"Longevity_regulating_pathway_-_worm",ko05134"Legionellosis"
TRINITY_DN20850_c0_g1	ko03010"Ribosome"
TRINITY_DN20853_c0_g1	ko04962"Vasopressin-regulated_water_reabsorption",ko05016"Huntington_disease"
TRINITY_DN20859_c0_g1	ko04144"Endocytosis"
TRINITY_DN20866_c0_g1	ko04142"Lysosome",ko04614"Renin-angiotensin_system"
TRINITY_DN20872_c0_g1	ko03010"Ribosome"
TRINITY_DN20878_c0_g1	ko04111"Cell_cycle_-_yeast"
TRINITY_DN20888_c0_g1	ko00790"Folate_biosynthesis",ko01100"Metabolic_pathways",ko01523"Antifolate_resistance"
TRINITY_DN20906_c0_g1	ko00190"Oxidative_phosphorylation",ko01100"Metabolic_pathways",ko04142"Lysosome",ko04145"Phagosome",ko04150"mTOR_signaling_pathway",ko04721"Synaptic_vesicle_cycle",ko05110"Vibrio_cholerae_infection",ko05120"Epithelial_cell_signaling_in_Helicobacter_pylori_infection",ko05152"Tuberculosis",ko05165"Human_papillomavirus_infection",ko05323"Rheumatoid_arthritis"
TRINITY_DN20918_c1_g1	ko03020"RNA_polymerase",ko04623"Cytosolic_DNA-sensing_pathway",ko05016"Huntington_disease"
TRINITY_DN20927_c0_g1	ko03018"RNA_degradation"
TRINITY_DN20934_c0_g1	ko00360"Phenylalanine_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN2099_c0_g1	ko00534"Glycosaminoglycan_biosynthesis_-_heparan_sulfate_/_heparin",ko01100"Metabolic_pathways"
TRINITY_DN21039_c0_g1	ko04015"Rap1_signaling_pathway",ko04361"Axon_regeneration",ko04713"Circadian_entrainment",ko04723"Retrograde_endocannabinoid_signaling",ko04724"Glutamatergic_synapse",ko04725"Cholinergic_synapse",ko04726"Serotonergic_synapse",ko04727"GABAergic_synapse",ko04728"Dopaminergic_synapse",ko04730"Long-term_depression",ko04915"Estrogen_signaling_pathway",ko04916"Melanogenesis",ko04921"Oxytocin_signaling_pathway",ko04926"Relaxin_signaling_pathway",ko05032"Morphine_addiction",ko05034"Alcoholism",ko05142"Chagas_disease_(American_trypanosomiasis)",ko05145"Toxoplasmosis",ko05163"Human_cytomegalovirus_infection",ko05170"Human_immunodeficiency_virus_1_infection"
TRINITY_DN21056_c0_g1	ko00052"Galactose_metabolism",ko00561"Glycerolipid_metabolism",ko00600"Sphingolipid_metabolism",ko00603"Glycosphingolipid_biosynthesis_-_globo_and_isoglobo_series",ko01100"Metabolic_pathways"
TRINITY_DN21063_c0_g1	ko04137"Mitophagy_-_animal",ko04217"Necroptosis",ko04668"TNF_signaling_pathway"
TRINITY_DN21123_c0_g1	ko04714"Thermogenesis"
TRINITY_DN21134_c0_g1	ko00030"Pentose_phosphate_pathway",ko00230"Purine_metabolism",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01120"Microbial_metabolism_in_diverse_environments",ko01130"Biosynthesis_of_antibiotics",ko01200"Carbon_metabolism",ko01230"Biosynthesis_of_amino_acids"
TRINITY_DN21139_c0_g2	ko04020"Calcium_signaling_pathway",ko04921"Oxytocin_signaling_pathway",ko04925"Aldosterone_synthesis_and_secretion",ko05214"Glioma"
TRINITY_DN21160_c0_g1	ko05231"Choline_metabolism_in_cancer"
TRINITY_DN21176_c0_g1	ko00052"Galactose_metabolism",ko00511"Other_glycan_degradation",ko00600"Sphingolipid_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN21185_c0_g1	ko05134"Legionellosis"
TRINITY_DN21217_c0_g1	ko00450"Selenocompound_metabolism",ko00970"Aminoacyl-tRNA_biosynthesis",ko01100"Metabolic_pathways"
TRINITY_DN21282_c0_g1	ko04113"Meiosis_-_yeast"
TRINITY_DN2129_c0_g1	ko04010"MAPK_signaling_pathway"
TRINITY_DN21292_c0_g1	ko04144"Endocytosis"
TRINITY_DN21331_c0_g1	ko00230"Purine_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN21332_c0_g1	ko04151"PI3K-Akt_signaling_pathway",ko04510"Focal_adhesion",ko04512"ECM-receptor_interaction",ko05165"Human_papillomavirus_infection",ko05206"MicroRNAs_in_cancer"
TRINITY_DN21340_c1_g1	ko00010"Glycolysis_/_Gluconeogenesis",ko00030"Pentose_phosphate_pathway",ko00051"Fructose_and_mannose_metabolism",ko00680"Methane_metabolism",ko00710"Carbon_fixation_in_photosynthetic_organisms",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01120"Microbial_metabolism_in_diverse_environments",ko01130"Biosynthesis_of_antibiotics",ko01200"Carbon_metabolism",ko01230"Biosynthesis_of_amino_acids"
TRINITY_DN21401_c0_g1	ko00520"Amino_sugar_and_nucleotide_sugar_metabolism"
TRINITY_DN21406_c0_g1	ko05016"Huntington_disease"
TRINITY_DN21432_c0_g1	ko04144"Endocytosis"
TRINITY_DN21439_c0_g1	ko04141"Protein_processing_in_endoplasmic_reticulum",ko04141"Protein_processing_in_endoplasmic_reticulum",ko05110"Vibrio_cholerae_infection"
TRINITY_DN2145_c0_g1	ko03010"Ribosome"
TRINITY_DN21452_c0_g1	ko03040"Spliceosome"
TRINITY_DN21454_c0_g1	ko03010"Ribosome"
TRINITY_DN21459_c0_g1	ko00970"Aminoacyl-tRNA_biosynthesis",ko01100"Metabolic_pathways"
TRINITY_DN2146_c0_g1	ko00400"Phenylalanine,_tyrosine_and_tryptophan_biosynthesis",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01130"Biosynthesis_of_antibiotics",ko01230"Biosynthesis_of_amino_acids"
TRINITY_DN21481_c0_g1	ko03015"mRNA_surveillance_pathway"
TRINITY_DN21493_c0_g1	ko00280"Valine,_leucine_and_isoleucine_degradation",ko00640"Propanoate_metabolism",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01130"Biosynthesis_of_antibiotics"
TRINITY_DN21516_c0_g1	ko00340"Histidine_metabolism",ko00350"Tyrosine_metabolism",ko00360"Phenylalanine_metabolism",ko00400"Phenylalanine,_tyrosine_and_tryptophan_biosynthesis",ko00401"Novobiocin_biosynthesis",ko00960"Tropane,_piperidine_and_pyridine_alkaloid_biosynthesis",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01130"Biosynthesis_of_antibiotics",ko01230"Biosynthesis_of_amino_acids"
TRINITY_DN21519_c0_g1	ko04120"Ubiquitin_mediated_proteolysis"
TRINITY_DN21524_c0_g1	ko00531"Glycosaminoglycan_degradation",ko01100"Metabolic_pathways",ko04142"Lysosome"
TRINITY_DN2153_c0_g1	ko00010"Glycolysis_/_Gluconeogenesis",ko00053"Ascorbate_and_aldarate_metabolism",ko00071"Fatty_acid_degradation",ko00280"Valine,_leucine_and_isoleucine_degradation",ko00310"Lysine_degradation",ko00330"Arginine_and_proline_metabolism",ko00340"Histidine_metabolism",ko00380"Tryptophan_metabolism",ko00410"beta-Alanine_metabolism",ko00561"Glycerolipid_metabolism",ko00620"Pyruvate_metabolism",ko00625"Chloroalkane_and_chloroalkene_degradation",ko00903"Limonene_and_pinene_degradation",ko00981"Insect_hormone_biosynthesis",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01120"Microbial_metabolism_in_diverse_environments",ko01130"Biosynthesis_of_antibiotics"
TRINITY_DN21607_c0_g1	ko04011"MAPK_signaling_pathway_-_yeast",ko04113"Meiosis_-_yeast",ko04138"Autophagy_-_yeast",ko04213"Longevity_regulating_pathway_-_multiple_species"
TRINITY_DN21630_c0_g1	ko03013"RNA_transport",ko03015"mRNA_surveillance_pathway",ko03040"Spliceosome"
TRINITY_DN21631_c0_g1	ko04217"Necroptosis",ko05034"Alcoholism",ko05322"Systemic_lupus_erythematosus"
TRINITY_DN21635_c0_g1	ko00010"Glycolysis_/_Gluconeogenesis",ko00030"Pentose_phosphate_pathway",ko01100"Metabolic_pathways",ko01120"Microbial_metabolism_in_diverse_environments",ko01200"Carbon_metabolism"
TRINITY_DN21649_c0_g1	ko04115"p53_signaling_pathway",ko04211"Longevity_regulating_pathway"
TRINITY_DN21652_c0_g1	ko04068"FoxO_signaling_pathway",ko04151"PI3K-Akt_signaling_pathway"
TRINITY_DN21670_c0_g1	ko05014"Amyotrophic_lateral_sclerosis_(ALS)"
TRINITY_DN21728_c0_g1	ko03020"RNA_polymerase",ko04623"Cytosolic_DNA-sensing_pathway",ko05016"Huntington_disease"
TRINITY_DN21736_c0_g1	ko00970"Aminoacyl-tRNA_biosynthesis"
TRINITY_DN21744_c0_g1	ko00363"Bisphenol_degradation",ko01100"Metabolic_pathways",ko01120"Microbial_metabolism_in_diverse_environments"
TRINITY_DN21748_c0_g1	ko04010"MAPK_signaling_pathway",ko04013"MAPK_signaling_pathway_-_fly",ko04014"Ras_signaling_pathway",ko04015"Rap1_signaling_pathway",ko04024"cAMP_signaling_pathway",ko04062"Chemokine_signaling_pathway",ko04071"Sphingolipid_signaling_pathway",ko04145"Phagosome",ko04151"PI3K-Akt_signaling_pathway",ko04310"Wnt_signaling_pathway",ko04360"Axon_guidance",ko04361"Axon_regeneration",ko04370"VEGF_signaling_pathway",ko04380"Osteoclast_differentiation",ko04510"Focal_adhesion",ko04520"Adherens_junction",ko04530"Tight_junction",ko04620"Toll-like_receptor_signaling_pathway",ko04650"Natural_killer_cell_mediated_cytotoxicity",ko04662"B_cell_receptor_signaling_pathway",ko04664"Fc_epsilon_RI_signaling_pathway",ko04666"Fc_gamma_R-mediated_phagocytosis",ko04670"Leukocyte_transendothelial_migration",ko04722"Neurotrophin_signaling_pathway",ko04810"Regulation_of_actin_cytoskeleton",ko04932"Non-alcoholic_fatty_liver_disease_(NAFLD)",ko04933"AGE-RAGE_signaling_pathway_in_diabetic_complications",ko04972"Pancreatic_secretion",ko05014"Amyotrophic_lateral_sclerosis_(ALS)",ko05100"Bacterial_invasion_of_epithelial_cells",ko05120"Epithelial_cell_signaling_in_Helicobacter_pylori_infection",ko05130"Pathogenic_Escherichia_coli_infection",ko05131"Shigellosis",ko05132"Salmonella_infection",ko05135"Yersinia_infection",ko05163"Human_cytomegalovirus_infection",ko05167"Kaposi_sarcoma-associated_herpesvirus_infection",ko05169"Epstein-Barr_virus_infection",ko05170"Human_immunodeficiency_virus_1_infection",ko05200"Pathways_in_cancer",ko05203"Viral_carcinogenesis",ko05205"Proteoglycans_in_cancer",ko05210"Colorectal_cancer",ko05211"Renal_cell_carcinoma",ko05212"Pancreatic_cancer",ko05231"Choline_metabolism_in_cancer",ko05416"Viral_myocarditis",ko05418"Fluid_shear_stress_and_atherosclerosis"
